Timestep	A_X	A_Y	A_Z	A_VX	A_VY	A_VZ	B_X	B_Y	B_Z	B_VX	B_VY	B_VZ	C_X	C_Y	C_Z	C_VX	C_VY	C_VZ
60.00	-1.971579e+09	3.786527e+06	0.000000e+00	7.355267e+01	3.786520e+04	0.000000e+00	1.981402e+06	2.244000e+11	-1.132692e+251	1.981402e+04	-1.819244e-243	-3.775640e+249	2.516413e+09	-4.832911e+06	0.000000e+00	-9.387852e+01	-4.832903e+04	0.000000e+00
120.00	-1.971568e+09	7.573038e+06	0.000000e+00	1.471050e+02	3.786498e+04	0.000000e+00	3.962804e+06	2.244000e+11	-4.908332e+251	1.981402e+04	-3.638489e-243	-3.775640e+249	2.516399e+09	-9.665802e+06	0.000000e+00	-1.877567e+02	-4.832874e+04	0.000000e+00
180.00	-1.971550e+09	1.135952e+07	0.000000e+00	2.206568e+02	3.786461e+04	0.000000e+00	5.944207e+06	2.244000e+11	-8.683972e+251	1.981402e+04	-5.457733e-243	-3.775640e+249	2.516376e+09	-1.449866e+07	0.000000e+00	-2.816341e+02	-4.832827e+04	0.000000e+00
240.00	-1.971524e+09	1.514596e+07	0.000000e+00	2.942078e+02	3.786410e+04	0.000000e+00	7.925609e+06	2.244000e+11	-1.245961e+252	1.981402e+04	-7.276978e-243	-3.775640e+249	2.516343e+09	-1.933145e+07	0.000000e+00	-3.755104e+02	-4.832762e+04	0.000000e+00
300.00	-1.971491e+09	1.893234e+07	0.000000e+00	3.677577e+02	3.786345e+04	0.000000e+00	9.907011e+06	2.244000e+11	-1.623525e+252	1.981402e+04	-9.096222e-243	-3.775640e+249	2.516301e+09	-2.416418e+07	0.000000e+00	-4.693853e+02	-4.832679e+04	0.000000e+00
360.00	-1.971451e+09	2.271865e+07	0.000000e+00	4.413062e+02	3.786266e+04	0.000000e+00	1.188841e+07	2.244000e+11	-2.001089e+252	1.981402e+04	-1.091547e-242	-3.775640e+249	2.516250e+09	-2.899681e+07	0.000000e+00	-5.632585e+02	-4.832578e+04	0.000000e+00
420.00	-1.971404e+09	2.650487e+07	0.000000e+00	5.148530e+02	3.786173e+04	0.000000e+00	1.386982e+07	2.244000e+11	-2.378653e+252	1.981402e+04	-1.273471e-242	-3.775640e+249	2.516189e+09	-3.382934e+07	0.000000e+00	-6.571296e+02	-4.832459e+04	0.000000e+00
480.00	-1.971349e+09	3.029100e+07	0.000000e+00	5.883980e+02	3.786066e+04	0.000000e+00	1.585122e+07	2.244000e+11	-2.756217e+252	1.981402e+04	-1.455396e-242	-3.775640e+249	2.516119e+09	-3.866173e+07	0.000000e+00	-7.509983e+02	-4.832322e+04	0.000000e+00
540.00	-1.971286e+09	3.407701e+07	0.000000e+00	6.619408e+02	3.785944e+04	0.000000e+00	1.783262e+07	2.244000e+11	-3.133781e+252	1.981402e+04	-1.637320e-242	-3.775640e+249	2.516039e+09	-4.349398e+07	0.000000e+00	-8.448642e+02	-4.832167e+04	0.000000e+00
600.00	-1.971217e+09	3.786289e+07	0.000000e+00	7.354812e+02	3.785808e+04	0.000000e+00	1.981402e+07	2.244000e+11	-3.511345e+252	1.981402e+04	-1.819244e-242	-3.775640e+249	2.515951e+09	-4.832607e+07	0.000000e+00	-9.387271e+02	-4.831994e+04	0.000000e+00
660.00	-1.971139e+09	4.164863e+07	0.000000e+00	8.090189e+02	3.785659e+04	0.000000e+00	2.179542e+07	2.244000e+11	-3.888909e+252	1.981402e+04	-2.001169e-242	-3.775640e+249	2.515852e+09	-5.315798e+07	0.000000e+00	-1.032586e+03	-4.831803e+04	0.000000e+00
720.00	-1.971055e+09	4.543421e+07	0.000000e+00	8.825536e+02	3.785495e+04	0.000000e+00	2.377683e+07	2.244000e+11	-4.266473e+252	1.981402e+04	-2.183093e-242	-3.775640e+249	2.515744e+09	-5.798968e+07	0.000000e+00	-1.126442e+03	-4.831594e+04	0.000000e+00
780.00	-1.970963e+09	4.921962e+07	0.000000e+00	9.560851e+02	3.785317e+04	0.000000e+00	2.575823e+07	2.244000e+11	-4.644037e+252	1.981402e+04	-2.365018e-242	-3.775640e+249	2.515627e+09	-6.282117e+07	0.000000e+00	-1.220294e+03	-4.831367e+04	0.000000e+00
840.00	-1.970864e+09	5.300485e+07	0.000000e+00	1.029613e+03	3.785125e+04	0.000000e+00	2.773963e+07	2.244000e+11	-5.021601e+252	1.981402e+04	-2.546942e-242	-3.775640e+249	2.515501e+09	-6.765242e+07	0.000000e+00	-1.314141e+03	-4.831122e+04	0.000000e+00
900.00	-1.970758e+09	5.678988e+07	0.000000e+00	1.103137e+03	3.784919e+04	0.000000e+00	2.972103e+07	2.244000e+11	-5.399165e+252	1.981402e+04	-2.728867e-242	-3.775640e+249	2.515365e+09	-7.248342e+07	0.000000e+00	-1.407983e+03	-4.830858e+04	0.000000e+00
960.00	-1.970644e+09	6.057469e+07	0.000000e+00	1.176658e+03	3.784698e+04	0.000000e+00	3.170244e+07	2.244000e+11	-5.776729e+252	1.981402e+04	-2.910791e-242	-3.775640e+249	2.515220e+09	-7.731415e+07	0.000000e+00	-1.501820e+03	-4.830577e+04	0.000000e+00
1020.00	-1.970523e+09	6.435928e+07	0.000000e+00	1.250174e+03	3.784464e+04	0.000000e+00	3.368384e+07	2.244000e+11	-6.154293e+252	1.981402e+04	-3.092716e-242	-3.775640e+249	2.515065e+09	-8.214459e+07	0.000000e+00	-1.595652e+03	-4.830278e+04	0.000000e+00
1080.00	-1.970394e+09	6.814363e+07	0.000000e+00	1.323685e+03	3.784215e+04	0.000000e+00	3.566524e+07	2.244000e+11	-6.531857e+252	1.981402e+04	-3.274640e-242	-3.775640e+249	2.514901e+09	-8.697472e+07	0.000000e+00	-1.689478e+03	-4.829961e+04	0.000000e+00
1140.00	-1.970258e+09	7.192772e+07	0.000000e+00	1.397192e+03	3.783952e+04	0.000000e+00	3.764664e+07	2.244000e+11	-6.909421e+252	1.981402e+04	-3.456564e-242	-3.775640e+249	2.514728e+09	-9.180452e+07	0.000000e+00	-1.783297e+03	-4.829625e+04	0.000000e+00
1200.00	-1.970115e+09	7.571154e+07	0.000000e+00	1.470693e+03	3.783676e+04	0.000000e+00	3.962804e+07	2.244000e+11	-7.286985e+252	1.981402e+04	-3.638489e-242	-3.775640e+249	2.514545e+09	-9.663398e+07	0.000000e+00	-1.877111e+03	-4.829272e+04	0.000000e+00
1260.00	-1.969965e+09	7.949508e+07	0.000000e+00	1.544189e+03	3.783385e+04	0.000000e+00	4.160945e+07	2.244000e+11	-7.664549e+252	1.981402e+04	-3.820413e-242	-3.775640e+249	2.514353e+09	-1.014631e+08	0.000000e+00	-1.970917e+03	-4.828901e+04	0.000000e+00
1320.00	-1.969807e+09	8.327832e+07	0.000000e+00	1.617680e+03	3.783080e+04	0.000000e+00	4.359085e+07	2.244000e+11	-8.042113e+252	1.981402e+04	-4.002338e-242	-3.775640e+249	2.514151e+09	-1.062918e+08	0.000000e+00	-2.064716e+03	-4.828511e+04	0.000000e+00
1380.00	-1.969642e+09	8.706125e+07	0.000000e+00	1.691165e+03	3.782761e+04	0.000000e+00	4.557225e+07	2.244000e+11	-8.419677e+252	1.981402e+04	-4.184262e-242	-3.775640e+249	2.513940e+09	-1.111201e+08	0.000000e+00	-2.158508e+03	-4.828104e+04	0.000000e+00
1440.00	-1.969469e+09	9.084386e+07	0.000000e+00	1.764643e+03	3.782427e+04	0.000000e+00	4.755365e+07	2.244000e+11	-8.797241e+252	1.981402e+04	-4.366187e-242	-3.775640e+249	2.513720e+09	-1.159480e+08	0.000000e+00	-2.252292e+03	-4.827679e+04	0.000000e+00
1500.00	-1.969289e+09	9.462612e+07	0.000000e+00	1.838116e+03	3.782080e+04	0.000000e+00	4.953505e+07	2.244000e+11	-9.174805e+252	1.981402e+04	-4.548111e-242	-3.775640e+249	2.513490e+09	-1.207755e+08	0.000000e+00	-2.346068e+03	-4.827235e+04	0.000000e+00
1560.00	-1.969102e+09	9.840803e+07	0.000000e+00	1.911581e+03	3.781718e+04	0.000000e+00	5.151646e+07	2.244000e+11	-9.552369e+252	1.981402e+04	-4.730036e-242	-3.775640e+249	2.513251e+09	-1.256025e+08	0.000000e+00	-2.439835e+03	-4.826774e+04	0.000000e+00
1620.00	-1.968907e+09	1.021896e+08	0.000000e+00	1.985040e+03	3.781343e+04	0.000000e+00	5.349786e+07	2.244000e+11	-9.929933e+252	1.981402e+04	-4.911960e-242	-3.775640e+249	2.513003e+09	-1.304291e+08	0.000000e+00	-2.533594e+03	-4.826295e+04	0.000000e+00
1680.00	-1.968705e+09	1.059707e+08	0.000000e+00	2.058491e+03	3.780953e+04	0.000000e+00	5.547926e+07	2.244000e+11	-1.030750e+253	1.981402e+04	-5.093884e-242	-3.775640e+249	2.512745e+09	-1.352551e+08	0.000000e+00	-2.627343e+03	-4.825797e+04	0.000000e+00
1740.00	-1.968496e+09	1.097515e+08	0.000000e+00	2.131935e+03	3.780549e+04	0.000000e+00	5.746066e+07	2.244000e+11	-1.068506e+253	1.981402e+04	-5.275809e-242	-3.775640e+249	2.512478e+09	-1.400807e+08	0.000000e+00	-2.721083e+03	-4.825282e+04	0.000000e+00
1800.00	-1.968279e+09	1.135318e+08	0.000000e+00	2.205371e+03	3.780131e+04	0.000000e+00	5.944207e+07	2.244000e+11	-1.106263e+253	1.981402e+04	-5.457733e-242	-3.775640e+249	2.512201e+09	-1.449057e+08	0.000000e+00	-2.814813e+03	-4.824748e+04	0.000000e+00
1860.00	-1.968055e+09	1.173118e+08	0.000000e+00	2.278799e+03	3.779699e+04	0.000000e+00	6.142347e+07	2.244000e+11	-1.144019e+253	1.981402e+04	-5.639658e-242	-3.775640e+249	2.511915e+09	-1.497302e+08	0.000000e+00	-2.908532e+03	-4.824197e+04	0.000000e+00
1920.00	-1.967824e+09	1.210913e+08	0.000000e+00	2.352219e+03	3.779253e+04	0.000000e+00	6.340487e+07	2.244000e+11	-1.181775e+253	1.981402e+04	-5.821582e-242	-3.775640e+249	2.511620e+09	-1.545541e+08	0.000000e+00	-3.002241e+03	-4.823627e+04	0.000000e+00
1980.00	-1.967585e+09	1.248703e+08	0.000000e+00	2.425631e+03	3.778793e+04	0.000000e+00	6.538627e+07	2.244000e+11	-1.219532e+253	1.981402e+04	-6.003507e-242	-3.775640e+249	2.511315e+09	-1.593775e+08	0.000000e+00	-3.095940e+03	-4.823040e+04	0.000000e+00
2040.00	-1.967339e+09	1.286489e+08	0.000000e+00	2.499034e+03	3.778319e+04	0.000000e+00	6.736767e+07	2.244000e+11	-1.257288e+253	1.981402e+04	-6.185431e-242	-3.775640e+249	2.511001e+09	-1.642002e+08	0.000000e+00	-3.189627e+03	-4.822435e+04	0.000000e+00
2100.00	-1.967085e+09	1.324270e+08	0.000000e+00	2.572427e+03	3.777830e+04	0.000000e+00	6.934908e+07	2.244000e+11	-1.295045e+253	1.981402e+04	-6.367356e-242	-3.775640e+249	2.510678e+09	-1.690224e+08	0.000000e+00	-3.283302e+03	-4.821811e+04	0.000000e+00
2160.00	-1.966825e+09	1.362046e+08	0.000000e+00	2.645812e+03	3.777328e+04	0.000000e+00	7.133048e+07	2.244000e+11	-1.332801e+253	1.981402e+04	-6.549280e-242	-3.775640e+249	2.510345e+09	-1.738439e+08	0.000000e+00	-3.376966e+03	-4.821170e+04	0.000000e+00
2220.00	-1.966557e+09	1.399816e+08	0.000000e+00	2.719186e+03	3.776811e+04	0.000000e+00	7.331188e+07	2.244000e+11	-1.370557e+253	1.981402e+04	-6.731204e-242	-3.775640e+249	2.510003e+09	-1.786647e+08	0.000000e+00	-3.470617e+03	-4.820510e+04	0.000000e+00
2280.00	-1.966281e+09	1.437582e+08	0.000000e+00	2.792551e+03	3.776280e+04	0.000000e+00	7.529328e+07	2.244000e+11	-1.408314e+253	1.981402e+04	-6.913129e-242	-3.775640e+249	2.509651e+09	-1.834849e+08	0.000000e+00	-3.564256e+03	-4.819833e+04	0.000000e+00
2340.00	-1.965999e+09	1.475342e+08	0.000000e+00	2.865906e+03	3.775735e+04	0.000000e+00	7.727469e+07	2.244000e+11	-1.446070e+253	1.981402e+04	-7.095053e-242	-3.775640e+249	2.509291e+09	-1.883044e+08	0.000000e+00	-3.657882e+03	-4.819138e+04	0.000000e+00
2400.00	-1.965708e+09	1.513097e+08	0.000000e+00	2.939250e+03	3.775177e+04	0.000000e+00	7.925609e+07	2.244000e+11	-1.483827e+253	1.981402e+04	-7.276978e-242	-3.775640e+249	2.508920e+09	-1.931232e+08	0.000000e+00	-3.751495e+03	-4.818424e+04	0.000000e+00
2460.00	-1.965411e+09	1.550846e+08	0.000000e+00	3.012584e+03	3.774604e+04	0.000000e+00	8.123749e+07	2.244000e+11	-1.521583e+253	1.981402e+04	-7.458902e-242	-3.775640e+249	2.508541e+09	-1.979413e+08	0.000000e+00	-3.845094e+03	-4.817693e+04	0.000000e+00
2520.00	-1.965106e+09	1.588589e+08	0.000000e+00	3.085907e+03	3.774017e+04	0.000000e+00	8.321889e+07	2.244000e+11	-1.559339e+253	1.981402e+04	-7.640827e-242	-3.775640e+249	2.508152e+09	-2.027586e+08	0.000000e+00	-3.938679e+03	-4.816944e+04	0.000000e+00
2580.00	-1.964794e+09	1.626327e+08	0.000000e+00	3.159219e+03	3.773415e+04	0.000000e+00	8.520029e+07	2.244000e+11	-1.597096e+253	1.981402e+04	-7.822751e-242	-3.775640e+249	2.507753e+09	-2.075752e+08	0.000000e+00	-4.032250e+03	-4.816176e+04	0.000000e+00
2640.00	-1.964475e+09	1.664058e+08	0.000000e+00	3.232519e+03	3.772800e+04	0.000000e+00	8.718170e+07	2.244000e+11	-1.634852e+253	1.981402e+04	-8.004676e-242	-3.775640e+249	2.507346e+09	-2.123910e+08	0.000000e+00	-4.125806e+03	-4.815391e+04	0.000000e+00
2700.00	-1.964148e+09	1.701783e+08	0.000000e+00	3.305808e+03	3.772171e+04	0.000000e+00	8.916310e+07	2.244000e+11	-1.672609e+253	1.981402e+04	-8.186600e-242	-3.775640e+249	2.506929e+09	-2.172060e+08	0.000000e+00	-4.219348e+03	-4.814588e+04	0.000000e+00
2760.00	-1.963814e+09	1.739502e+08	0.000000e+00	3.379084e+03	3.771527e+04	0.000000e+00	9.114450e+07	2.244000e+11	-1.710365e+253	1.981402e+04	-8.368524e-242	-3.775640e+249	2.506502e+09	-2.220202e+08	0.000000e+00	-4.312874e+03	-4.813767e+04	0.000000e+00
2820.00	-1.963473e+09	1.777214e+08	0.000000e+00	3.452349e+03	3.770870e+04	0.000000e+00	9.312590e+07	2.244000e+11	-1.748121e+253	1.981402e+04	-8.550449e-242	-3.775640e+249	2.506067e+09	-2.268336e+08	0.000000e+00	-4.406385e+03	-4.812928e+04	0.000000e+00
2880.00	-1.963124e+09	1.814919e+08	0.000000e+00	3.525601e+03	3.770198e+04	0.000000e+00	9.510731e+07	2.244000e+11	-1.785878e+253	1.981402e+04	-8.732373e-242	-3.775640e+249	2.505622e+09	-2.316461e+08	0.000000e+00	-4.499879e+03	-4.812070e+04	0.000000e+00
2940.00	-1.962768e+09	1.852618e+08	0.000000e+00	3.598840e+03	3.769513e+04	0.000000e+00	9.708871e+07	2.244000e+11	-1.823634e+253	1.981402e+04	-8.914298e-242	-3.775640e+249	2.505167e+09	-2.364578e+08	0.000000e+00	-4.593358e+03	-4.811195e+04	0.000000e+00
3000.00	-1.962405e+09	1.890310e+08	0.000000e+00	3.672066e+03	3.768813e+04	0.000000e+00	9.907011e+07	2.244000e+11	-1.861391e+253	1.981402e+04	-9.096222e-242	-3.775640e+249	2.504703e+09	-2.412686e+08	0.000000e+00	-4.686820e+03	-4.810302e+04	0.000000e+00
3060.00	-1.962034e+09	1.927995e+08	0.000000e+00	3.745279e+03	3.768099e+04	0.000000e+00	1.010515e+08	2.244000e+11	-1.899147e+253	1.981402e+04	-9.278147e-242	-3.775640e+249	2.504230e+09	-2.460784e+08	0.000000e+00	-4.780264e+03	-4.809391e+04	0.000000e+00
3120.00	-1.961656e+09	1.965672e+08	0.000000e+00	3.818478e+03	3.767372e+04	0.000000e+00	1.030329e+08	2.244000e+11	-1.936903e+253	1.981402e+04	-9.460071e-242	-3.775640e+249	2.503748e+09	-2.508874e+08	0.000000e+00	-4.873692e+03	-4.808462e+04	0.000000e+00
3180.00	-1.961270e+09	2.003342e+08	0.000000e+00	3.891664e+03	3.766630e+04	0.000000e+00	1.050143e+08	2.244000e+11	-1.974660e+253	1.981402e+04	-9.641996e-242	-3.775640e+249	2.503256e+09	-2.556954e+08	0.000000e+00	-4.967102e+03	-4.807516e+04	0.000000e+00
3240.00	-1.960878e+09	2.041005e+08	0.000000e+00	3.964835e+03	3.765874e+04	0.000000e+00	1.069957e+08	2.244000e+11	-2.012416e+253	1.981402e+04	-9.823920e-242	-3.775640e+249	2.502755e+09	-2.605025e+08	0.000000e+00	-5.060494e+03	-4.806551e+04	0.000000e+00
3300.00	-1.960478e+09	2.078660e+08	0.000000e+00	4.037992e+03	3.765104e+04	0.000000e+00	1.089771e+08	2.244000e+11	-2.050173e+253	1.981402e+04	-1.000584e-241	-3.775640e+249	2.502244e+09	-2.653086e+08	0.000000e+00	-5.153867e+03	-4.805568e+04	0.000000e+00
3360.00	-1.960071e+09	2.116307e+08	0.000000e+00	4.111135e+03	3.764320e+04	0.000000e+00	1.109585e+08	2.244000e+11	-2.087929e+253	1.981402e+04	-1.018777e-241	-3.775640e+249	2.501725e+09	-2.701136e+08	0.000000e+00	-5.247222e+03	-4.804567e+04	0.000000e+00
3420.00	-1.959656e+09	2.153947e+08	0.000000e+00	4.184262e+03	3.763522e+04	0.000000e+00	1.129399e+08	2.244000e+11	-2.125685e+253	1.981402e+04	-1.036969e-241	-3.775640e+249	2.501195e+09	-2.749177e+08	0.000000e+00	-5.340558e+03	-4.803549e+04	0.000000e+00
3480.00	-1.959234e+09	2.191578e+08	0.000000e+00	4.257375e+03	3.762709e+04	0.000000e+00	1.149213e+08	2.244000e+11	-2.163442e+253	1.981402e+04	-1.055162e-241	-3.775640e+249	2.500657e+09	-2.797208e+08	0.000000e+00	-5.433875e+03	-4.802512e+04	0.000000e+00
3540.00	-1.958805e+09	2.229201e+08	0.000000e+00	4.330472e+03	3.761883e+04	0.000000e+00	1.169027e+08	2.244000e+11	-2.201198e+253	1.981402e+04	-1.073354e-241	-3.775640e+249	2.500109e+09	-2.845228e+08	0.000000e+00	-5.527172e+03	-4.801458e+04	0.000000e+00
3600.00	-1.958368e+09	2.266816e+08	0.000000e+00	4.403554e+03	3.761043e+04	0.000000e+00	1.188841e+08	2.244000e+11	-2.238955e+253	1.981402e+04	-1.091547e-241	-3.775640e+249	2.499552e+09	-2.893238e+08	0.000000e+00	-5.620449e+03	-4.800385e+04	0.000000e+00
3660.00	-1.957925e+09	2.304423e+08	0.000000e+00	4.476619e+03	3.760189e+04	0.000000e+00	1.208655e+08	2.244000e+11	-2.276711e+253	1.981402e+04	-1.109739e-241	-3.775640e+249	2.498985e+09	-2.941236e+08	0.000000e+00	-5.713706e+03	-4.799295e+04	0.000000e+00
3720.00	-1.957473e+09	2.342020e+08	0.000000e+00	4.549668e+03	3.759321e+04	0.000000e+00	1.228469e+08	2.244000e+11	-2.314467e+253	1.981402e+04	-1.127932e-241	-3.775640e+249	2.498410e+09	-2.989224e+08	0.000000e+00	-5.806942e+03	-4.798186e+04	0.000000e+00
3780.00	-1.957015e+09	2.379609e+08	0.000000e+00	4.622701e+03	3.758438e+04	0.000000e+00	1.248283e+08	2.244000e+11	-2.352224e+253	1.981402e+04	-1.146124e-241	-3.775640e+249	2.497825e+09	-3.037200e+08	0.000000e+00	-5.900158e+03	-4.797060e+04	0.000000e+00
3840.00	-1.956549e+09	2.417190e+08	0.000000e+00	4.695718e+03	3.757542e+04	0.000000e+00	1.268097e+08	2.244000e+11	-2.389980e+253	1.981402e+04	-1.164316e-241	-3.775640e+249	2.497230e+09	-3.085166e+08	0.000000e+00	-5.993351e+03	-4.795916e+04	0.000000e+00
3900.00	-1.956076e+09	2.454761e+08	0.000000e+00	4.768717e+03	3.756631e+04	0.000000e+00	1.287911e+08	2.244000e+11	-2.427737e+253	1.981402e+04	-1.182509e-241	-3.775640e+249	2.496626e+09	-3.133119e+08	0.000000e+00	-6.086524e+03	-4.794754e+04	0.000000e+00
3960.00	-1.955596e+09	2.492323e+08	0.000000e+00	4.841699e+03	3.755707e+04	0.000000e+00	1.307725e+08	2.244000e+11	-2.465493e+253	1.981402e+04	-1.200701e-241	-3.775640e+249	2.496013e+09	-3.181061e+08	0.000000e+00	-6.179674e+03	-4.793574e+04	0.000000e+00
4020.00	-1.955108e+09	2.529875e+08	0.000000e+00	4.914663e+03	3.754769e+04	0.000000e+00	1.327539e+08	2.244000e+11	-2.503249e+253	1.981402e+04	-1.218894e-241	-3.775640e+249	2.495391e+09	-3.228991e+08	0.000000e+00	-6.272802e+03	-4.792377e+04	0.000000e+00
4080.00	-1.954613e+09	2.567418e+08	0.000000e+00	4.987610e+03	3.753816e+04	0.000000e+00	1.347353e+08	2.244000e+11	-2.541006e+253	1.981402e+04	-1.237086e-241	-3.775640e+249	2.494759e+09	-3.276909e+08	0.000000e+00	-6.365907e+03	-4.791161e+04	0.000000e+00
4140.00	-1.954111e+09	2.604952e+08	0.000000e+00	5.060539e+03	3.752850e+04	0.000000e+00	1.367168e+08	2.244000e+11	-2.578762e+253	1.981402e+04	-1.255279e-241	-3.775640e+249	2.494118e+09	-3.324815e+08	0.000000e+00	-6.458989e+03	-4.789927e+04	0.000000e+00
4200.00	-1.953602e+09	2.642476e+08	0.000000e+00	5.133449e+03	3.751869e+04	0.000000e+00	1.386982e+08	2.244000e+11	-2.616519e+253	1.981402e+04	-1.273471e-241	-3.775640e+249	2.493468e+09	-3.372709e+08	0.000000e+00	-6.552048e+03	-4.788676e+04	0.000000e+00
4260.00	-1.953085e+09	2.679990e+08	0.000000e+00	5.206341e+03	3.750875e+04	0.000000e+00	1.406796e+08	2.244000e+11	-2.654275e+253	1.981402e+04	-1.291664e-241	-3.775640e+249	2.492808e+09	-3.420589e+08	0.000000e+00	-6.645083e+03	-4.787407e+04	0.000000e+00
4320.00	-1.952561e+09	2.717494e+08	0.000000e+00	5.279214e+03	3.749866e+04	0.000000e+00	1.426610e+08	2.244000e+11	-2.692031e+253	1.981402e+04	-1.309856e-241	-3.775640e+249	2.492139e+09	-3.468457e+08	0.000000e+00	-6.738094e+03	-4.786119e+04	0.000000e+00
4380.00	-1.952029e+09	2.754988e+08	0.000000e+00	5.352068e+03	3.748844e+04	0.000000e+00	1.446424e+08	2.244000e+11	-2.729788e+253	1.981402e+04	-1.328048e-241	-3.775640e+249	2.491461e+09	-3.516312e+08	0.000000e+00	-6.831081e+03	-4.784814e+04	0.000000e+00
4440.00	-1.951491e+09	2.792471e+08	0.000000e+00	5.424903e+03	3.747807e+04	0.000000e+00	1.466238e+08	2.244000e+11	-2.767544e+253	1.981402e+04	-1.346241e-241	-3.775640e+249	2.490774e+09	-3.564154e+08	0.000000e+00	-6.924043e+03	-4.783491e+04	0.000000e+00
4500.00	-1.950945e+09	2.829944e+08	0.000000e+00	5.497718e+03	3.746757e+04	0.000000e+00	1.486052e+08	2.244000e+11	-2.805301e+253	1.981402e+04	-1.364433e-241	-3.775640e+249	2.490077e+09	-3.611983e+08	0.000000e+00	-7.016980e+03	-4.782151e+04	0.000000e+00
4560.00	-1.950391e+09	2.867407e+08	0.000000e+00	5.570513e+03	3.745692e+04	0.000000e+00	1.505866e+08	2.244000e+11	-2.843057e+253	1.981402e+04	-1.382626e-241	-3.775640e+249	2.489371e+09	-3.659798e+08	0.000000e+00	-7.109892e+03	-4.780792e+04	0.000000e+00
4620.00	-1.949831e+09	2.904859e+08	0.000000e+00	5.643288e+03	3.744614e+04	0.000000e+00	1.525680e+08	2.244000e+11	-2.880813e+253	1.981402e+04	-1.400818e-241	-3.775640e+249	2.488655e+09	-3.707599e+08	0.000000e+00	-7.202778e+03	-4.779415e+04	0.000000e+00
4680.00	-1.949263e+09	2.942300e+08	0.000000e+00	5.716043e+03	3.743521e+04	0.000000e+00	1.545494e+08	2.244000e+11	-2.918570e+253	1.981402e+04	-1.419011e-241	-3.775640e+249	2.487930e+09	-3.755387e+08	0.000000e+00	-7.295638e+03	-4.778021e+04	0.000000e+00
4740.00	-1.948688e+09	2.979730e+08	0.000000e+00	5.788777e+03	3.742415e+04	0.000000e+00	1.565308e+08	2.244000e+11	-2.956326e+253	1.981402e+04	-1.437203e-241	-3.775640e+249	2.487197e+09	-3.803160e+08	0.000000e+00	-7.388471e+03	-4.776609e+04	0.000000e+00
4800.00	-1.948106e+09	3.017148e+08	0.000000e+00	5.861490e+03	3.741294e+04	0.000000e+00	1.585122e+08	2.244000e+11	-2.994083e+253	1.981402e+04	-1.455396e-241	-3.775640e+249	2.486453e+09	-3.850920e+08	0.000000e+00	-7.481278e+03	-4.775179e+04	0.000000e+00
4860.00	-1.947516e+09	3.054556e+08	0.000000e+00	5.934182e+03	3.740160e+04	0.000000e+00	1.604936e+08	2.244000e+11	-3.031839e+253	1.981402e+04	-1.473588e-241	-3.775640e+249	2.485701e+09	-3.898664e+08	0.000000e+00	-7.574058e+03	-4.773731e+04	0.000000e+00
4920.00	-1.946919e+09	3.091952e+08	0.000000e+00	6.006853e+03	3.739011e+04	0.000000e+00	1.624750e+08	2.244000e+11	-3.069595e+253	1.981402e+04	-1.491780e-241	-3.775640e+249	2.484939e+09	-3.946395e+08	0.000000e+00	-7.666811e+03	-4.772265e+04	0.000000e+00
4980.00	-1.946315e+09	3.129337e+08	0.000000e+00	6.079501e+03	3.737849e+04	0.000000e+00	1.644564e+08	2.244000e+11	-3.107352e+253	1.981402e+04	-1.509973e-241	-3.775640e+249	2.484168e+09	-3.994110e+08	0.000000e+00	-7.759536e+03	-4.770782e+04	0.000000e+00
5040.00	-1.945704e+09	3.166710e+08	0.000000e+00	6.152128e+03	3.736673e+04	0.000000e+00	1.664378e+08	2.244000e+11	-3.145108e+253	1.981402e+04	-1.528165e-241	-3.775640e+249	2.483387e+09	-4.041811e+08	0.000000e+00	-7.852232e+03	-4.769280e+04	0.000000e+00
5100.00	-1.945085e+09	3.204071e+08	0.000000e+00	6.224733e+03	3.735482e+04	0.000000e+00	1.684192e+08	2.244000e+11	-3.182865e+253	1.981402e+04	-1.546358e-241	-3.775640e+249	2.482598e+09	-4.089497e+08	0.000000e+00	-7.944901e+03	-4.767761e+04	0.000000e+00
5160.00	-1.944459e+09	3.241420e+08	0.000000e+00	6.297315e+03	3.734278e+04	0.000000e+00	1.704006e+08	2.244000e+11	-3.220621e+253	1.981402e+04	-1.564550e-241	-3.775640e+249	2.481799e+09	-4.137167e+08	0.000000e+00	-8.037541e+03	-4.766224e+04	0.000000e+00
5220.00	-1.943826e+09	3.278757e+08	0.000000e+00	6.369874e+03	3.733060e+04	0.000000e+00	1.723820e+08	2.244000e+11	-3.258377e+253	1.981402e+04	-1.582743e-241	-3.775640e+249	2.480991e+09	-4.184822e+08	0.000000e+00	-8.130151e+03	-4.764669e+04	0.000000e+00
5280.00	-1.943186e+09	3.316082e+08	0.000000e+00	6.442410e+03	3.731828e+04	0.000000e+00	1.743634e+08	2.244000e+11	-3.296134e+253	1.981402e+04	-1.600935e-241	-3.775640e+249	2.480173e+09	-4.232461e+08	0.000000e+00	-8.222732e+03	-4.763097e+04	0.000000e+00
5340.00	-1.942538e+09	3.353394e+08	0.000000e+00	6.514923e+03	3.730582e+04	0.000000e+00	1.763448e+08	2.244000e+11	-3.333890e+253	1.981402e+04	-1.619128e-241	-3.775640e+249	2.479347e+09	-4.280085e+08	0.000000e+00	-8.315284e+03	-4.761506e+04	0.000000e+00
